loan_id,amount,tenure,status,start_date,dpd,person_id
LN82312,145296,36,active,2024-08-05,26,P017671
LN21615,134489,6,default,2022-04-11,70,P017672
LN74850,401520,6,active,2023-01-01,4,P017673
LN36447,216638,24,active,2024-10-17,52,P017674
LN70432,166235,12,closed,2023-07-23,77,P017675
LN42268,107084,12,closed,2023-03-05,90,P017676
LN35370,120103,36,active,2024-12-26,57,P017677
LN84731,212317,36,default,2023-11-06,34,P017678
LN30381,178315,12,active,2021-06-26,60,P017679
LN74726,467230,12,closed,2024-03-06,87,P017680
LN17327,179136,6,default,2021-04-03,69,P017681
LN65342,191776,36,closed,2020-05-25,85,P017682
LN49527,277340,36,closed,2020-08-14,87,P017683
LN67318,419985,12,closed,2022-01-15,37,P017684
LN78360,371743,6,closed,2021-04-05,0,P017685
LN34895,66010,36,closed,2023-01-18,62,P017686
LN45925,486972,24,active,2022-05-14,71,P017687
LN15088,17875,36,default,2021-10-06,0,P017688
LN11334,171583,12,default,2023-06-09,15,P017689
LN28021,10133,12,default,2023-06-28,28,P017690
LN97776,398526,36,default,2023-02-01,31,P017691
LN52188,490520,6,active,2021-09-12,43,P017692
LN89550,313254,36,active,2021-04-17,69,P017693
LN10788,489459,12,closed,2024-04-18,19,P017694
LN43589,385851,6,active,2020-08-11,7,P017695
LN56881,468796,24,closed,2021-01-21,46,P017696
LN53569,175606,12,active,2020-01-06,49,P017697
LN41942,365603,36,closed,2021-04-11,57,P017698
LN99811,292651,6,closed,2022-05-01,49,P017699
LN28510,377580,12,default,2022-06-21,44,P017700
LN94370,238744,6,closed,2024-07-10,12,P017701
LN56804,43664,24,active,2020-11-13,7,P017702
LN85965,352544,12,closed,2022-01-08,28,P017703
LN98652,329735,6,default,2020-02-01,12,P017704
LN15672,418753,6,closed,2020-10-28,10,P017705
LN26462,445678,12,active,2024-07-11,36,P017706
LN38460,312311,36,active,2020-03-21,90,P017707
LN38511,465053,36,default,2023-01-27,68,P017708
LN57836,341251,6,default,2020-07-26,59,P017709
LN53549,386109,12,default,2020-08-22,45,P017710
LN69090,436394,24,default,2023-03-22,4,P017711
LN28349,309198,12,default,2022-08-17,81,P017712
LN32547,87410,6,closed,2024-12-14,30,P017713
LN70155,448576,12,default,2021-02-17,72,P017714
LN85109,376419,6,default,2022-09-16,72,P017715
LN82110,360124,6,active,2024-09-24,30,P017716
LN85472,158514,24,closed,2020-06-05,49,P017717
LN97041,454171,24,closed,2020-05-13,8,P017718
LN46092,50009,6,active,2024-07-25,36,P017719
LN32848,271551,36,closed,2023-09-17,86,P017720
LN30527,24248,6,closed,2023-11-21,63,P017721
LN39679,272419,36,closed,2020-01-28,55,P017722
LN10196,498158,36,default,2021-02-02,9,P017723
LN97237,103721,36,closed,2021-02-19,83,P017724
LN63057,420074,6,closed,2023-05-15,80,P017725
LN82502,482970,6,active,2023-01-25,14,P017726
LN49200,41829,12,active,2020-02-17,81,P017727
LN40884,141195,6,default,2022-11-21,65,P017728
LN72279,66591,6,active,2020-10-24,62,P017729
LN38490,405854,12,default,2021-09-10,85,P017730
LN61402,292565,36,active,2022-05-25,52,P017731
LN34534,373686,36,default,2020-05-28,31,P017732
LN81447,237693,36,active,2023-08-04,32,P017733
LN10547,136772,12,default,2020-03-13,41,P017734
LN72630,486915,6,closed,2024-10-09,66,P017735
LN32821,259570,24,active,2020-08-01,9,P017736
LN54087,144853,6,default,2022-08-02,11,P017737
LN59784,409668,6,closed,2021-01-21,64,P017738
LN27300,138315,24,closed,2021-05-21,6,P017739
LN16664,86555,36,closed,2020-03-27,40,P017740
LN19999,147016,6,active,2024-09-25,67,P017741
LN85820,93353,36,closed,2023-02-22,1,P017742
LN99017,33787,6,active,2020-08-04,82,P017743
LN31747,256507,24,default,2024-05-10,83,P017744
LN50450,281799,24,active,2023-06-04,5,P017745
LN56892,40041,24,closed,2021-06-09,90,P017746
LN97297,422506,6,default,2023-01-16,29,P017747
LN51869,374173,24,active,2024-07-28,1,P017748
LN41621,213831,12,closed,2022-10-09,64,P017749
LN64449,388662,6,default,2020-02-17,3,P017750
LN95192,284628,12,active,2023-05-07,10,P017751
LN65328,481027,36,closed,2020-05-10,4,P017752
LN99198,416147,6,active,2024-08-03,9,P017753
LN47604,149643,12,active,2023-12-02,49,P017754
LN16788,279378,24,active,2020-10-19,85,P017755
LN16220,348367,6,closed,2023-03-02,41,P017756
LN38504,137520,24,default,2020-09-04,55,P017757
LN21895,254608,24,default,2020-11-11,75,P017758
LN83116,118267,12,active,2022-10-01,3,P017759
LN26658,485647,6,default,2024-08-03,54,P017760
LN82719,416597,12,active,2024-12-03,31,P017761
LN63166,223231,6,default,2023-05-02,37,P017762
LN47487,251432,36,closed,2020-04-08,41,P017763
LN10589,363767,24,default,2020-10-27,89,P017764
LN55549,120603,36,active,2023-04-25,31,P017765
LN23582,192627,6,active,2024-02-11,87,P017766
LN93705,352636,24,active,2021-09-16,55,P017767
LN36456,397791,36,closed,2023-11-23,50,P017768
LN72733,349075,24,active,2023-02-02,75,P017769
LN90102,91569,6,active,2022-06-09,68,P017770
LN67312,229207,36,default,2020-04-12,84,P017771
LN81077,238103,6,closed,2022-06-15,80,P017772
LN10945,474192,36,active,2020-10-17,77,P017773
LN22988,330231,12,closed,2022-08-06,61,P017774
LN67653,493195,6,active,2024-01-04,41,P017775
LN58632,236920,24,default,2024-05-21,62,P017776
LN74581,176527,36,default,2020-08-08,15,P017777
LN68969,110026,12,active,2024-10-03,42,P017778
LN72149,371653,12,default,2023-04-11,15,P017779
LN20314,405356,24,default,2022-04-16,79,P017780
LN95798,296098,12,closed,2021-07-20,60,P017781
LN80541,381222,36,default,2023-08-19,75,P017782
LN48486,148167,6,active,2024-11-14,10,P017783
LN77797,308006,12,closed,2024-12-03,76,P017784
LN18259,127001,24,default,2020-11-02,2,P017785
LN65103,487920,6,closed,2021-09-21,55,P017786
LN27031,236405,24,closed,2023-11-14,67,P017787
LN39088,80369,12,active,2024-11-01,80,P017788
LN80319,198786,12,closed,2023-09-01,37,P017789
LN70224,172790,6,closed,2023-05-17,46,P017790
LN86922,79524,24,default,2022-06-11,29,P017791
LN99883,179753,6,closed,2023-09-27,47,P017792
LN66333,199587,24,default,2023-06-15,39,P017793
LN36239,481321,36,closed,2021-07-25,68,P017794
LN36430,390755,24,closed,2020-02-08,0,P017795
LN57932,166560,12,default,2020-08-11,82,P017796
LN99084,253814,24,default,2021-01-10,8,P017797
LN95708,298569,36,active,2021-06-13,63,P017798
LN31630,364396,6,active,2022-07-27,57,P017799
LN23352,342782,24,default,2021-02-08,27,P017800
LN39492,421169,36,closed,2020-01-12,89,P017801
LN57145,124622,24,active,2020-06-20,33,P017802
LN73125,234225,12,default,2020-07-13,25,P017803
LN41138,195827,24,default,2022-03-26,3,P017804
LN46266,149000,12,active,2023-05-09,52,P017805
LN14253,95926,36,default,2022-01-06,42,P017806
LN90071,496145,36,closed,2023-05-16,78,P017807
LN15132,345891,36,closed,2022-11-26,60,P017808
LN12115,257918,6,default,2021-06-12,52,P017809
LN70602,377927,6,closed,2020-11-25,77,P017810
LN91605,452789,6,active,2020-12-02,4,P017811
LN47015,35821,6,closed,2022-09-04,84,P017812
LN32410,323561,24,active,2023-05-24,83,P017813
LN34321,453357,6,closed,2020-02-05,57,P017814
LN20750,225669,6,closed,2023-09-09,39,P017815
LN66945,157207,6,active,2023-06-25,73,P017816
LN23830,205412,12,closed,2021-07-17,1,P017817
LN43687,69840,36,default,2022-11-11,24,P017818
LN68185,209172,6,closed,2021-04-25,73,P017819
LN43135,91113,36,default,2022-08-01,78,P017820
LN58168,33158,36,default,2022-02-24,32,P017821
LN37982,342898,24,active,2022-08-20,49,P017822
LN72678,265926,36,closed,2024-10-22,13,P017823
LN46232,425302,24,default,2024-06-02,34,P017824
LN22199,366023,24,closed,2022-07-02,11,P017825
LN44730,449185,36,closed,2023-08-10,14,P017826
LN96417,186626,12,active,2020-04-16,9,P017827
LN94392,187951,24,active,2024-06-27,31,P017828
LN66324,201578,12,active,2023-10-16,23,P017829
LN14245,314889,6,closed,2020-02-19,46,P017830
LN46401,12726,36,active,2020-10-01,17,P017831
LN91740,461049,24,closed,2022-06-03,50,P017832
LN91752,340683,12,default,2023-07-17,72,P017833
LN25715,193490,6,closed,2022-08-13,46,P017834
LN19881,65883,36,active,2021-02-09,88,P017835
LN27317,386160,36,closed,2023-10-06,61,P017836
LN52416,97459,12,closed,2020-07-24,63,P017837
LN17820,201795,24,active,2022-01-23,35,P017838
LN15372,65102,12,closed,2021-10-05,46,P017839
LN48269,488496,6,active,2022-01-15,57,P017840
LN70686,489149,6,default,2021-03-26,61,P017841
LN69714,54019,6,closed,2021-03-25,89,P017842
LN81237,125258,24,default,2022-06-15,33,P017843
LN82608,284508,24,active,2023-11-14,34,P017844
LN64521,241341,12,default,2021-07-28,16,P017845
LN55945,136222,24,default,2023-05-24,28,P017846
LN57559,337601,24,closed,2023-09-26,47,P017847
LN30526,316968,24,default,2024-11-27,57,P017848
LN12710,291814,6,default,2022-08-28,80,P017849
LN33838,99403,6,closed,2024-06-21,56,P017850
LN32068,116345,36,closed,2023-12-23,18,P017851
LN18093,236789,6,active,2021-04-19,87,P017852
LN53587,42604,24,closed,2022-03-23,84,P017853
LN28452,157358,36,closed,2020-04-27,46,P017854
LN83876,38260,36,closed,2023-09-27,70,P017855
LN56303,217369,6,default,2024-04-14,4,P017856
LN68921,319794,12,default,2022-11-24,58,P017857
LN16399,357947,12,default,2020-05-13,76,P017858
LN87218,241834,36,closed,2023-08-14,26,P017859
LN96381,110839,36,closed,2023-09-23,59,P017860
LN71924,124271,36,active,2023-10-01,8,P017861
LN50652,192721,24,active,2023-04-27,24,P017862
LN15436,193285,12,closed,2020-12-01,39,P017863
LN42938,376330,6,default,2021-08-26,72,P017864
LN66417,363318,36,default,2020-04-25,28,P017865
LN19754,285809,36,active,2020-12-19,40,P017866
LN34401,444145,12,closed,2023-11-21,30,P017867
LN91379,493241,12,default,2021-12-14,5,P017868
LN33622,315730,6,default,2022-06-11,17,P017869
LN71392,275485,24,closed,2020-03-21,30,P017870
LN99930,62490,6,closed,2023-06-06,67,P017871
LN15784,99372,6,closed,2023-12-21,30,P017872
LN25522,385404,6,closed,2023-01-23,3,P017873
LN94767,449969,12,active,2022-02-06,46,P017874
LN51312,312893,24,default,2024-08-22,8,P017875
LN38699,147075,6,closed,2020-04-17,85,P017876
LN63177,371858,24,default,2020-04-12,1,P017877
LN19951,182759,36,active,2021-07-24,34,P017878
LN84588,182329,6,closed,2023-06-06,82,P017879
LN46796,278907,6,active,2021-07-05,61,P017880
LN86087,252568,36,active,2024-10-15,55,P017881
LN30224,467910,12,closed,2022-03-05,37,P017882
LN83215,16025,12,closed,2023-12-01,84,P017883
LN94067,133998,6,default,2020-08-27,40,P017884
LN63506,179284,24,active,2023-12-06,0,P017885
LN76785,195788,24,active,2024-08-28,60,P017886
LN55416,308501,12,closed,2020-04-11,33,P017887
LN10848,141862,6,active,2023-03-04,85,P017888
LN59595,332285,6,closed,2022-05-22,67,P017889
LN35648,206845,36,closed,2024-11-09,88,P017890
LN42095,212536,6,default,2020-08-23,90,P017891
LN60502,271812,36,default,2020-02-14,54,P017892
LN19954,389350,24,closed,2023-02-25,7,P017893
LN83436,466787,12,closed,2022-07-19,50,P017894
LN51727,25417,12,default,2021-01-20,25,P017895
LN89274,306785,24,active,2021-04-09,40,P017896
LN40493,499338,24,closed,2024-01-06,12,P017897
LN50367,26184,24,default,2022-08-04,24,P017898
LN65404,201977,6,default,2021-03-09,1,P017899
LN49692,82983,36,default,2023-03-23,10,P017900
LN76997,353705,36,active,2020-02-16,26,P017901
LN64711,238225,12,closed,2020-06-27,73,P017902
LN65295,160226,12,default,2021-08-14,69,P017903
LN29686,441904,12,active,2020-10-07,10,P017904
LN21299,79890,12,default,2024-09-16,57,P017905
LN75734,45887,24,closed,2021-11-03,5,P017906
LN42269,130831,6,default,2024-02-19,11,P017907
LN18529,391961,12,closed,2020-05-26,38,P017908
LN64940,105146,6,active,2024-12-25,85,P017909
LN19079,132617,24,active,2023-09-08,31,P017910
LN66902,191245,6,default,2024-02-07,24,P017911
LN20414,242223,36,default,2024-12-26,19,P017912
LN71347,423085,24,closed,2021-12-19,5,P017913
LN82995,167372,12,active,2022-09-28,45,P017914
LN20251,65273,24,default,2023-09-18,25,P017915
LN63802,266447,12,default,2020-07-20,59,P017916
LN10387,490400,12,default,2024-01-21,90,P017917
LN37359,117127,36,closed,2021-12-03,79,P017918
LN13765,288625,36,active,2024-11-04,39,P017919
LN16665,361426,12,active,2020-06-02,68,P017920
LN62440,113778,12,closed,2020-12-05,87,P017921
LN19838,337858,12,active,2024-08-05,59,P017922
LN57121,239480,36,default,2024-02-20,31,P017923
LN89127,471951,24,active,2024-05-02,72,P017924
LN49479,350126,36,default,2020-03-12,67,P017925
LN71130,106755,12,closed,2021-10-20,86,P017926
LN48997,453878,24,active,2020-02-15,38,P017927
LN63790,224541,24,closed,2021-07-17,89,P017928
LN82646,28493,36,active,2020-12-05,30,P017929
LN35230,307230,6,default,2023-05-17,45,P017930
LN57979,208206,6,active,2020-11-24,27,P017931
LN61652,476731,6,active,2020-08-03,86,P017932
LN57446,321351,24,active,2024-12-21,8,P017933
LN75398,276739,6,default,2024-06-18,7,P017934
LN14629,134268,6,active,2022-12-26,21,P017935
LN67290,54845,12,closed,2020-05-18,14,P017936
LN58824,77666,6,default,2022-11-07,58,P017937
LN11910,413659,12,default,2022-12-25,64,P017938
LN30665,481703,6,active,2021-06-27,7,P017939
LN68978,354996,24,closed,2022-04-23,73,P017940
LN63046,334585,6,closed,2022-06-09,78,P017941
LN60423,476075,6,closed,2021-08-26,20,P017942
LN99303,432578,6,active,2021-12-02,55,P017943
LN92206,459260,6,closed,2022-12-08,33,P017944
LN85763,235531,6,closed,2020-07-08,80,P017945
LN31301,330296,12,closed,2024-01-05,18,P017946
LN24076,46768,12,closed,2020-10-01,69,P017947
LN10403,357370,6,closed,2024-02-04,41,P017948
LN38204,308577,24,closed,2020-09-26,19,P017949
LN17341,71997,36,active,2024-03-03,48,P017950
LN63802,466937,6,active,2021-04-19,39,P017951
LN51843,286886,6,default,2020-03-05,10,P017952
LN33282,401793,12,default,2023-01-24,20,P017953
LN55021,379353,12,closed,2023-03-16,6,P017954
LN90208,179113,24,closed,2021-02-10,87,P017955
LN21574,101223,12,default,2024-11-12,4,P017956
LN75711,407118,24,closed,2021-08-14,38,P017957
LN12323,71758,12,default,2020-01-07,34,P017958
LN70663,280155,6,default,2024-09-23,15,P017959
LN83295,252943,24,closed,2021-07-15,9,P017960
LN46871,222304,24,default,2021-10-14,76,P017961
LN14928,316442,36,active,2024-09-24,10,P017962
LN44033,471313,36,active,2020-12-09,76,P017963
LN25236,84569,24,active,2023-01-14,41,P017964
LN72696,369515,24,default,2022-11-21,71,P017965
LN15140,444167,12,default,2021-08-06,4,P017966
LN20967,424670,24,closed,2021-12-14,6,P017967
LN97187,319414,6,default,2022-01-09,10,P017968
LN16991,132775,36,closed,2021-11-16,27,P017969
LN67839,355313,6,default,2023-06-26,46,P017970
LN12217,446338,24,closed,2023-07-28,38,P017971
LN32582,369535,12,closed,2021-12-26,54,P017972
LN58457,23967,6,active,2020-04-24,90,P017973
LN98262,213278,12,active,2021-12-14,79,P017974
LN83914,13019,24,active,2021-04-13,62,P017975
LN54430,86575,12,default,2023-01-18,81,P017976
LN43061,283508,6,active,2024-11-14,2,P017977
LN55967,51012,24,active,2021-10-13,61,P017978
LN38332,116434,12,default,2023-06-12,45,P017979
LN19635,435068,12,default,2023-01-04,63,P017980
LN36655,326638,36,closed,2024-01-21,73,P017981
LN77979,87683,6,closed,2021-06-03,36,P017982
LN78144,69178,36,closed,2021-02-22,12,P017983
LN41433,174172,24,active,2020-03-10,27,P017984
LN76762,364139,36,active,2020-01-05,35,P017985
LN34361,137256,36,default,2024-07-21,22,P017986
LN81974,24677,36,active,2021-12-16,18,P017987
LN17125,43560,12,default,2022-10-25,32,P017988
LN84315,364001,12,default,2020-08-10,21,P017989
LN57594,202907,6,closed,2020-01-12,77,P017990
LN82374,290741,36,active,2020-11-18,40,P017991
LN43284,250897,36,default,2023-07-02,52,P017992
LN14203,266144,24,default,2024-05-21,90,P017993
LN42258,334076,6,active,2023-12-07,82,P017994
LN60421,436937,12,default,2021-12-15,18,P017995
LN68360,221139,12,active,2024-04-08,0,P017996
LN87041,277193,6,closed,2024-02-06,56,P017997
LN37193,37953,36,active,2023-03-15,54,P017998
LN79995,330081,36,active,2022-08-08,88,P017999
LN40639,474913,24,closed,2023-09-17,84,P018000
LN67458,331288,12,active,2020-11-18,11,P018001
LN33895,278612,24,default,2020-09-02,35,P018002
LN58642,353700,12,active,2021-08-17,8,P018003
LN86979,105178,24,closed,2022-10-27,77,P018004
LN75894,331608,36,closed,2022-11-03,60,P018005
LN62113,227848,24,active,2021-10-27,27,P018006
LN68119,221180,6,default,2022-11-14,37,P018007
LN78493,314247,6,default,2022-10-06,21,P018008
LN98718,141825,36,active,2024-12-13,36,P018009
LN59443,334749,36,active,2022-01-25,76,P018010
LN89099,63571,12,active,2020-04-17,55,P018011
LN40319,280758,6,default,2024-12-06,73,P018012
LN49624,382462,12,default,2023-11-28,31,P018013
LN14390,278546,6,active,2020-08-04,75,P018014
LN18279,94898,36,default,2023-08-13,6,P018015
LN43220,359659,6,default,2021-07-20,71,P018016
LN28295,200992,12,closed,2022-08-20,61,P018017
LN83298,464221,12,active,2022-05-10,65,P018018
LN49075,181239,36,active,2024-06-25,41,P018019
LN38914,219986,6,default,2022-09-08,5,P018020
LN98572,391288,6,default,2020-01-09,69,P018021
LN65151,96317,36,closed,2022-09-07,54,P018022
LN28920,281358,24,default,2021-04-12,90,P018023
LN33024,118293,6,active,2024-05-27,21,P018024
LN76695,274606,6,active,2022-06-10,85,P018025
LN58471,186305,12,closed,2022-06-12,29,P018026
LN70918,236139,6,active,2021-09-10,25,P018027
LN32244,239428,24,closed,2020-11-06,49,P018028
LN74424,105420,12,closed,2020-12-24,21,P018029
LN20673,230301,12,default,2022-01-22,17,P018030
LN78011,198053,6,default,2022-08-15,49,P018031
LN99224,213624,12,active,2023-06-08,87,P018032
LN60461,209736,6,default,2024-06-27,1,P018033
LN99365,101632,6,default,2021-08-24,79,P018034
LN68894,478438,24,default,2023-04-02,62,P018035
LN68474,147410,6,closed,2020-08-10,75,P018036
LN32059,459593,36,default,2020-10-23,79,P018037
LN12932,321163,12,default,2023-07-02,62,P018038
LN27299,392521,12,active,2023-10-25,10,P018039
LN37999,274782,36,default,2024-05-27,49,P018040
LN53131,204251,12,active,2022-02-12,38,P018041
LN93665,57776,36,active,2023-10-27,0,P018042
LN36317,295039,12,closed,2020-08-08,70,P018043
LN46549,20107,24,closed,2020-08-20,81,P018044
LN30295,183107,6,default,2024-02-28,72,P018045
LN63416,407794,24,default,2024-04-05,32,P018046
LN30156,120045,24,closed,2024-12-07,69,P018047
LN29948,231421,12,closed,2023-09-14,85,P018048
LN36649,435369,6,closed,2023-06-06,56,P018049
LN77472,185790,6,default,2020-11-15,77,P018050
LN60765,182583,6,active,2021-05-22,7,P018051
LN82355,100362,36,active,2021-06-08,27,P018052
LN50823,116086,24,active,2023-05-03,77,P018053
LN22812,128238,24,closed,2021-11-03,46,P018054
LN11881,359194,24,closed,2020-06-09,17,P018055
LN58129,208608,12,active,2020-07-07,17,P018056
LN82870,366012,12,closed,2023-04-24,82,P018057
LN79654,378868,24,active,2022-01-24,33,P018058
LN44440,17019,36,closed,2022-12-08,42,P018059
LN44551,177619,36,closed,2023-09-23,37,P018060
LN58811,28605,12,closed,2020-03-05,61,P018061
LN92501,149491,12,closed,2024-02-27,31,P018062
LN72475,126285,36,closed,2020-07-26,32,P018063
LN22254,428602,36,closed,2023-09-15,41,P018064
LN50764,21894,24,closed,2020-09-22,67,P018065
LN91222,489601,24,active,2022-06-15,34,P018066
LN53682,413258,6,default,2021-03-13,16,P018067
LN89460,485762,12,default,2024-02-03,77,P018068
LN35501,86553,36,active,2024-07-25,72,P018069
LN72935,319132,36,active,2022-11-11,64,P018070
LN15573,161823,12,active,2022-05-08,9,P018071
LN93043,330919,12,active,2020-04-24,70,P018072
LN65854,236583,24,closed,2021-07-06,3,P018073
LN91350,165719,36,closed,2020-03-04,26,P018074
LN49051,441520,12,default,2021-05-14,51,P018075
LN31704,210451,12,closed,2023-08-14,31,P018076
LN80504,69070,24,active,2024-10-24,23,P018077
LN60418,97592,36,active,2020-10-06,52,P018078
LN47163,17134,6,default,2023-11-21,22,P018079
LN84731,186890,24,closed,2021-10-11,6,P018080
LN92372,174639,6,closed,2020-02-20,61,P018081
LN74620,185383,24,closed,2020-01-18,31,P018082
LN68868,138312,12,default,2020-01-12,68,P018083
LN14503,298715,24,default,2020-09-20,87,P018084
LN87315,85528,24,default,2023-04-01,59,P018085
LN36461,68453,36,active,2020-09-21,38,P018086
LN80234,275575,6,default,2020-03-28,90,P018087
LN84219,433982,36,closed,2023-04-19,84,P018088
LN49562,109597,12,active,2021-05-20,11,P018089
LN39798,115709,12,active,2022-05-16,19,P018090
LN99883,62438,36,closed,2023-11-08,8,P018091
LN26252,407735,24,active,2020-02-06,29,P018092
LN92994,206941,12,default,2023-06-19,55,P018093
LN12180,206097,36,default,2020-01-09,79,P018094
LN80538,259778,24,closed,2022-05-22,17,P018095
LN61128,107585,36,active,2023-12-03,70,P018096
LN28281,18670,24,active,2022-05-24,88,P018097
LN63363,311951,36,active,2021-09-16,9,P018098
LN56150,56016,12,default,2021-01-06,14,P018099
LN90586,307446,36,default,2022-12-25,32,P018100
LN68384,70241,12,default,2024-11-03,69,P018101
LN23995,285976,24,closed,2024-06-21,66,P018102
LN70945,474336,12,active,2020-05-01,90,P018103
LN68008,477694,24,default,2022-01-23,25,P018104
LN96049,427893,36,active,2020-07-05,16,P018105
LN88863,241255,24,active,2022-01-21,37,P018106
LN71332,50165,36,default,2020-07-18,26,P018107
LN51013,323382,36,default,2021-06-09,73,P018108
LN77713,447573,36,default,2021-04-28,85,P018109
LN99935,425941,36,closed,2021-06-03,87,P018110
LN61424,145658,12,closed,2024-10-17,71,P018111
LN10800,283967,6,active,2020-10-17,25,P018112
LN27293,273700,12,closed,2023-09-19,0,P018113
LN52158,129586,24,closed,2022-02-01,21,P018114
LN43232,97207,36,closed,2024-05-20,55,P018115
LN25287,226052,6,active,2020-07-07,29,P018116
LN52737,230925,12,active,2023-02-15,44,P018117
LN68969,216746,36,closed,2020-04-01,90,P018118
LN32370,312704,12,active,2020-10-26,3,P018119
LN52547,466865,6,active,2020-11-12,27,P018120
LN33542,266481,24,closed,2022-01-04,19,P018121
LN79313,64908,6,default,2022-05-13,50,P018122
LN90960,64447,6,closed,2021-03-27,37,P018123
LN23161,295605,24,default,2021-04-20,51,P018124
LN19423,88730,12,closed,2020-11-11,8,P018125
LN71837,110215,24,default,2021-07-26,25,P018126
LN51842,489828,6,active,2023-07-25,5,P018127
LN38403,16615,24,closed,2024-04-19,27,P018128
LN65804,373670,36,closed,2021-10-13,64,P018129
LN83758,240325,12,active,2023-05-25,43,P018130
LN99811,216171,6,closed,2020-07-14,35,P018131
LN94360,252074,24,active,2020-04-04,39,P018132
LN41301,498518,36,closed,2022-04-22,45,P018133
LN74994,135854,12,default,2022-04-08,63,P018134
LN50086,176890,36,default,2022-03-24,73,P018135
LN74892,83185,6,active,2024-03-13,46,P018136
LN30377,411240,24,active,2024-01-21,36,P018137
LN91024,291406,36,default,2021-04-28,66,P018138
LN78632,15028,36,default,2021-04-02,60,P018139
LN26630,72834,24,active,2022-07-26,87,P018140
LN74983,349858,24,closed,2024-08-22,40,P018141
LN74878,260291,12,active,2021-05-25,81,P018142
LN33824,473333,36,default,2021-12-04,7,P018143
LN36278,179813,24,active,2023-08-05,14,P018144
LN80351,93624,12,closed,2021-04-23,50,P018145
LN89429,80380,12,closed,2023-09-11,49,P018146
LN95513,442336,12,default,2022-09-17,39,P018147
LN81059,66516,6,default,2022-08-11,7,P018148
LN62455,41828,6,active,2020-01-14,83,P018149
LN80457,169264,12,default,2020-06-01,15,P018150
LN18676,196291,12,active,2022-10-06,22,P018151
LN43673,139053,12,default,2024-02-10,64,P018152
LN82224,457081,24,closed,2023-07-06,40,P018153
LN91853,374776,12,closed,2024-10-18,30,P018154
LN31654,450139,36,default,2022-12-22,78,P018155
LN92150,236020,24,default,2021-04-13,45,P018156
LN98434,368985,6,closed,2024-03-11,11,P018157
LN22400,89841,24,active,2024-02-16,52,P018158
LN66593,325715,12,default,2023-08-23,85,P018159
LN34921,39560,36,closed,2024-06-02,61,P018160
LN58720,310272,24,closed,2022-12-06,83,P018161
LN20896,58066,36,closed,2020-02-04,15,P018162
LN69947,145833,36,active,2024-04-07,26,P018163
LN93579,385257,24,default,2021-10-14,35,P018164
LN65913,367392,6,default,2020-06-11,1,P018165
LN79850,45877,36,active,2020-05-09,68,P018166
LN50413,51392,24,default,2022-09-04,1,P018167
LN79592,278313,6,active,2023-02-15,37,P018168
LN40766,275110,12,default,2021-05-03,25,P018169
LN92666,327405,36,default,2024-06-01,27,P018170
LN38040,214578,6,closed,2021-08-26,63,P018171
LN83872,169254,24,closed,2021-12-27,32,P018172
LN59323,338655,36,closed,2024-12-02,89,P018173
LN14012,343721,36,active,2020-10-13,79,P018174
LN51855,310865,36,closed,2020-09-16,77,P018175
LN78128,122185,6,active,2020-05-09,24,P018176
LN64942,216174,6,active,2020-10-08,22,P018177
LN28037,66147,24,closed,2024-03-14,32,P018178
LN78512,435028,6,default,2020-04-18,65,P018179
LN93808,358738,12,closed,2021-12-06,61,P018180
LN14713,195095,24,active,2021-05-02,49,P018181
LN26002,459721,6,closed,2020-03-26,8,P018182
LN25799,293900,6,closed,2021-02-12,18,P018183
LN73871,35135,24,active,2024-01-16,23,P018184
LN39294,301160,6,default,2022-02-14,79,P018185
LN32189,493744,6,default,2020-02-22,25,P018186
LN85850,108243,6,active,2022-03-09,34,P018187
LN79538,64788,24,closed,2020-04-11,55,P018188
LN58430,35047,36,closed,2023-09-11,12,P018189
LN27875,192798,12,closed,2022-11-05,47,P018190
LN91900,151740,24,active,2023-09-04,82,P018191
LN79003,147354,36,active,2021-01-23,34,P018192
LN81308,95363,12,closed,2023-04-23,12,P018193
LN80660,235388,24,default,2023-09-01,16,P018194
LN87027,42078,24,default,2022-02-25,56,P018195
LN86731,60188,12,default,2023-02-27,39,P018196
LN65809,98655,24,default,2024-09-20,47,P018197
LN60015,55288,36,closed,2022-06-24,0,P018198
LN43127,307247,6,closed,2022-08-09,56,P018199
LN76509,58124,36,active,2020-09-21,65,P018200
LN71526,20180,24,active,2023-01-28,36,P018201
LN34944,436340,6,default,2022-03-02,44,P018202
LN58435,410669,36,active,2021-11-16,11,P018203
LN74409,457495,36,closed,2023-04-27,23,P018204
LN37086,267995,24,default,2020-01-01,35,P018205
LN46674,100424,36,active,2024-11-23,38,P018206
LN68329,112181,36,default,2023-04-21,64,P018207
LN61134,345033,24,default,2021-10-22,11,P018208
LN47214,83843,36,active,2021-09-20,52,P018209
LN62807,108730,6,default,2021-03-25,8,P018210
LN64959,428513,36,closed,2024-04-27,74,P018211
LN52353,379495,36,closed,2022-04-24,41,P018212
LN57487,499591,36,closed,2021-10-07,7,P018213
LN18491,282534,12,default,2022-01-28,81,P018214
LN73677,478879,36,closed,2020-07-01,76,P018215
LN15299,252313,12,closed,2022-08-16,74,P018216
LN23301,340207,24,closed,2024-08-03,7,P018217
LN51095,379890,36,closed,2024-10-27,29,P018218
LN58852,107666,6,closed,2024-09-05,58,P018219
LN43840,127918,36,default,2023-04-19,11,P018220
LN75474,335811,24,default,2024-06-25,59,P018221
